performance_score,avg_training_score,training_efficiency,score_per_age,previous_year_rating,award_score,recruitment_channel_sourcing,gender_m,awards_won?,department_Sales & Marketing,joining_age,length_of_service,training_frequency,region_region_2,education_Master's & above,no_of_trainings,department_Operations,age,experience_ratio,department_Procurement,is_promoted
200.0,50,25.0,1.22,4.0,0,1,1,0,1,36,5,0.333,0,0,2,0,41,0.122,0,0
400.0,80,80.0,2.581,5.0,0,0,1,0,0,29,2,0.333,0,0,1,0,31,0.065,1,1
196.0,49,24.5,1.75,4.0,0,1,1,0,0,23,5,0.333,0,0,2,0,28,0.179,0,0
177.0,59,59.0,2.36,3.0,0,1,1,0,0,22,3,0.25,1,0,1,0,25,0.12,0,0
258.0,86,86.0,2.263,3.0,0,1,0,0,0,36,2,0.333,0,0,1,0,38,0.053,0,0
340.0,85,85.0,2.656,4.0,0,0,1,0,0,25,7,0.125,0,0,1,0,32,0.219,0,0
225.0,75,25.0,3.125,3.0,0,0,1,0,0,22,2,1.0,0,0,3,0,24,0.083,1,0
243.0,81,81.0,3.0,3.0,0,1,0,0,0,25,2,0.333,0,0,1,0,27,0.074,0,0
53.0,53,26.5,1.656,1.0,0,0,0,0,1,30,2,0.667,1,0,2,0,32,0.062,0,0
200.0,40,40.0,1.026,5.0,0,0,0,0,0,29,10,0.091,1,0,1,0,39,0.256,0,0
63.0,63,63.0,2.032,1.0,0,0,1,0,0,24,7,0.125,0,0,1,1,31,0.226,0,0
141.0,47,47.0,1.741,3.0,0,0,0,0,0,24,3,0.25,0,0,1,0,27,0.111,0,0
192.0,64,64.0,1.73,3.0,0,1,1,0,0,31,6,0.143,0,0,1,0,37,0.162,0,0
164.0,82,82.0,1.708,2.0,0,1,1,0,0,31,17,0.056,1,1,1,0,48,0.354,1,1
264.0,66,66.0,2.2,4.0,0,1,0,0,0,26,4,0.2,0,0,1,0,30,0.133,1,0
150.0,50,50.0,1.562,3.0,0,0,0,0,1,31,1,0.5,0,0,1,0,32,0.031,0,1
48.0,48,48.0,1.2,1.0,0,0,1,0,1,36,4,0.2,0,1,1,0,40,0.1,0,0
186.0,62,62.0,2.385,3.0,0,0,1,0,0,25,1,0.5,0,0,1,1,26,0.038,0,0
252.0,84,84.0,3.111,3.0,0,0,1,0,0,26,1,0.5,0,0,1,0,27,0.037,0,0
164.0,82,82.0,3.037,2.0,0,0,1,0,0,23,4,0.2,1,0,1,0,27,0.148,0,0
360.0,72,72.0,1.8,5.0,0,1,0,0,0,38,2,0.333,0,0,1,0,40,0.05,1,0
171.0,57,57.0,1.966,3.0,0,1,1,0,0,26,3,0.25,0,0,1,0,29,0.103,0,0
335.0,67,67.0,2.161,5.0,0,1,0,0,0,25,6,0.143,0,0,1,0,31,0.194,1,0
94.0,47,47.0,1.567,2.0,0,0,1,0,1,27,3,0.25,0,0,1,0,30,0.1,0,0
147.0,49,49.0,1.256,3.0,0,0,1,0,0,28,11,0.083,0,0,1,0,39,0.282,0,0
177.0,59,59.0,1.967,3.0,0,0,0,0,0,28,2,0.333,1,0,1,1,30,0.067,0,0
310.0,62,62.0,1.292,5.0,0,1,1,0,0,42,6,0.143,0,1,1,1,48,0.125,0,0
292.0,73,73.0,1.49,4.0,0,0,1,0,0,41,8,0.111,0,1,1,0,49,0.163,1,0
153.0,51,51.0,1.244,3.0,0,0,1,0,1,28,13,0.071,0,0,1,0,41,0.317,0,0
275.0,55,55.0,1.897,5.0,0,0,1,0,0,26,3,0.25,0,0,1,1,29,0.103,0,1
237.0,79,79.0,2.821,3.0,0,1,0,0,0,22,6,0.143,0,0,1,0,28,0.214,0,0
244.0,61,61.0,1.794,4.0,0,1,1,0,0,25,9,0.1,0,0,1,1,34,0.265,0,0
201.0,67,67.0,1.718,3.0,0,0,1,0,0,30,9,0.1,0,1,1,0,39,0.231,1,0
124.0,62,62.0,1.771,2.0,0,0,0,0,0,28,7,0.125,0,0,1,1,35,0.2,0,0
261.0,87,87.0,2.351,3.0,0,1,1,0,0,30,7,0.125,0,0,1,0,37,0.189,0,0
235.0,47,47.0,1.424,5.0,0,0,1,0,1,27,6,0.143,0,0,1,0,33,0.182,0,0
174.0,58,58.0,2.522,3.0,0,0,1,0,0,21,2,0.333,0,0,1,1,23,0.087,0,0
292.0,73,73.0,2.086,4.0,0,0,1,0,0,30,5,0.167,0,0,1,0,35,0.143,1,0
150.0,50,50.0,1.316,3.0,0,1,1,0,1,33,5,0.167,1,0,1,0,38,0.132,0,0
275.0,55,55.0,1.833,5.0,0,0,1,0,0,25,5,0.167,0,0,1,1,30,0.167,0,0
68.0,68,68.0,2.0,1.0,0,1,0,0,0,27,7,0.125,0,0,1,0,34,0.206,1,0
224.0,56,56.0,1.697,4.0,0,1,1,0,0,24,9,0.1,0,0,1,0,33,0.273,0,0
312.0,78,78.0,2.786,4.0,0,0,1,0,0,24,4,0.2,0,0,1,0,28,0.143,0,0
268.0,67,67.0,1.861,4.0,0,1,1,0,0,31,5,0.167,1,1,1,0,36,0.139,1,0
51.0,51,25.5,1.594,1.0,0,1,1,0,1,22,10,0.182,0,0,2,0,32,0.312,0,0
153.0,51,51.0,1.889,3.0,0,0,0,0,0,26,1,0.5,1,0,1,0,27,0.037,0,0
234.0,78,78.0,2.786,3.0,0,0,1,0,0,26,2,0.333,0,0,1,0,28,0.071,0,0
200.0,50,16.667,1.724,4.0,0,1,1,0,1,24,5,0.5,0,0,3,0,29,0.172,0,0
340.0,85,85.0,1.771,4.0,85,1,0,1,0,30,18,0.053,1,1,1,0,48,0.375,1,1
390.0,78,78.0,2.053,5.0,0,1,0,0,0,29,9,0.1,1,0,1,0,38,0.237,0,0
188.0,47,47.0,0.839,4.0,0,0,1,0,1,50,6,0.143,0,1,1,0,56,0.107,0,0
188.0,47,47.0,1.424,4.0,0,0,1,0,1,29,4,0.2,0,1,1,0,33,0.121,0,0
50.0,50,50.0,1.515,1.0,0,1,1,0,1,27,6,0.143,0,0,1,0,33,0.182,0,0
258.0,86,86.0,3.44,3.0,0,1,1,0,0,21,4,0.2,0,0,1,0,25,0.16,0,0
141.0,47,47.0,1.88,3.0,0,1,1,0,1,23,2,0.333,0,0,1,0,25,0.08,0,0
290.0,58,58.0,1.812,5.0,0,1,1,0,0,26,6,0.143,0,1,1,1,32,0.188,0,0
168.0,56,56.0,2.0,3.0,0,1,1,0,0,24,4,0.2,0,0,1,0,28,0.143,0,0
237.0,79,39.5,2.135,3.0,0,0,1,0,0,28,9,0.2,0,0,2,0,37,0.243,0,0
168.0,56,56.0,2.0,3.0,0,1,1,0,0,25,3,0.25,0,0,1,1,28,0.107,0,0
204.0,51,25.5,1.5,4.0,0,1,1,0,1,27,7,0.25,0,0,2,0,34,0.206,0,0
240.0,80,80.0,2.857,3.0,0,1,0,0,0,27,1,0.5,0,0,1,0,28,0.036,0,0
165.0,55,55.0,1.774,3.0,55,0,1,1,0,29,2,0.333,0,0,1,0,31,0.065,0,0
234.0,78,39.0,1.625,3.0,0,1,1,0,0,35,13,0.143,1,1,2,0,48,0.271,0,0
85.0,85,42.5,2.5,1.0,0,0,1,0,0,29,5,0.333,0,1,2,0,34,0.147,0,0
141.0,47,47.0,1.022,3.0,0,0,0,0,0,29,17,0.056,1,0,1,0,46,0.37,0,0
50.0,50,50.0,1.667,1.0,0,1,1,0,1,23,7,0.125,0,0,1,0,30,0.233,0,0
171.0,57,57.0,1.966,3.0,0,0,1,0,0,23,6,0.143,0,0,1,0,29,0.207,0,0
285.0,57,28.5,1.9,5.0,0,1,1,0,0,26,4,0.4,0,0,2,0,30,0.133,0,0
425.0,85,85.0,2.5,5.0,0,0,1,0,0,31,3,0.25,0,1,1,0,34,0.088,0,0
180.0,60,60.0,1.667,3.0,0,1,1,0,0,27,9,0.1,0,1,1,1,36,0.25,0,0
300.0,60,60.0,1.395,5.0,0,1,1,0,0,36,7,0.125,0,1,1,1,43,0.163,0,0
55.0,55,55.0,1.058,1.0,0,0,1,0,1,48,4,0.2,1,0,1,0,52,0.077,0,0
216.0,54,18.0,1.688,4.0,0,0,1,0,0,28,4,0.6,0,0,3,1,32,0.125,0,0
252.0,84,84.0,2.625,3.0,0,1,1,0,0,27,5,0.167,0,0,1,0,32,0.156,0,0
184.0,46,46.0,1.179,4.0,0,0,0,0,1,30,9,0.1,1,1,1,0,39,0.231,0,0
234.0,78,78.0,3.12,3.0,78,0,0,1,0,24,1,0.5,1,0,1,0,25,0.04,0,0
188.0,47,47.0,1.516,4.0,0,0,1,0,1,25,6,0.143,0,0,1,0,31,0.194,0,0
295.0,59,29.5,1.967,5.0,0,0,1,0,0,23,7,0.25,0,0,2,1,30,0.233,0,0
285.0,57,57.0,2.28,5.0,0,1,1,0,0,23,2,0.333,0,0,1,1,25,0.08,0,0
51.0,51,51.0,1.7,1.0,0,1,1,0,1,27,3,0.25,0,0,1,0,30,0.1,0,0
159.0,53,53.0,1.359,3.0,0,0,1,0,1,36,3,0.25,0,0,1,0,39,0.077,0,0
141.0,47,15.667,1.424,3.0,0,1,1,0,1,32,1,1.5,1,0,3,0,33,0.03,0,0
82.0,82,82.0,2.733,1.0,0,1,1,0,0,25,5,0.167,0,0,1,0,30,0.167,0,0
201.0,67,67.0,1.523,3.0,0,0,1,0,0,40,4,0.2,0,1,1,0,44,0.091,1,0
273.0,91,91.0,3.64,3.0,0,0,0,0,0,23,2,0.333,1,0,1,0,25,0.08,0,0
106.0,53,53.0,2.038,2.0,0,0,0,0,1,23,3,0.25,1,0,1,0,26,0.115,0,0
235.0,47,23.5,1.382,5.0,0,0,1,0,1,30,4,0.4,0,0,2,0,34,0.118,0,0
162.0,54,54.0,1.862,3.0,0,0,0,0,1,28,1,0.5,0,0,1,0,29,0.034,0,0
126.0,42,14.0,1.4,3.0,0,1,0,0,1,24,6,0.429,0,0,3,0,30,0.2,0,0
295.0,59,59.0,2.107,5.0,0,0,1,0,0,26,2,0.333,0,0,1,0,28,0.071,0,0
264.0,88,88.0,2.588,3.0,0,0,1,0,0,29,5,0.167,0,0,1,0,34,0.147,0,0
69.0,69,69.0,2.156,1.0,0,1,0,0,0,26,6,0.143,0,0,1,0,32,0.188,1,0
192.0,64,64.0,2.667,3.0,0,0,1,0,0,21,3,0.25,0,0,1,1,24,0.125,0,0
132.0,44,44.0,1.467,3.0,0,0,1,0,1,27,3,0.25,0,0,1,0,30,0.1,0,0
196.0,49,49.0,1.485,4.0,0,1,0,0,1,28,5,0.167,0,1,1,0,33,0.152,0,0
300.0,60,60.0,1.875,5.0,0,1,1,0,0,26,6,0.143,0,0,1,1,32,0.188,0,0
188.0,47,47.0,1.205,4.0,0,1,1,0,1,31,8,0.111,0,1,1,0,39,0.205,0,0
168.0,56,56.0,1.556,3.0,0,0,0,0,1,27,9,0.1,1,0,1,0,36,0.25,0,1
174.0,58,58.0,0.967,3.0,0,1,1,0,0,45,15,0.062,0,1,1,1,60,0.25,0,0
114.0,57,57.0,1.966,2.0,0,1,1,0,0,25,4,0.2,0,0,1,1,29,0.138,0,0
138.0,46,23.0,1.769,3.0,0,0,1,0,1,23,3,0.5,0,0,2,0,26,0.115,0,0
141.0,47,47.0,1.424,3.0,0,1,0,0,1,28,5,0.167,1,0,1,0,33,0.152,0,1
228.0,57,57.0,1.583,4.0,0,1,1,0,0,33,3,0.25,0,1,1,1,36,0.083,0,0
168.0,56,56.0,1.098,3.0,0,1,1,0,0,36,15,0.062,0,1,1,1,51,0.294,0,0
78.0,78,78.0,3.0,1.0,0,0,1,0,0,21,5,0.167,0,0,1,0,26,0.192,0,0
183.0,61,20.333,1.743,3.0,0,1,1,0,0,28,7,0.375,1,0,3,1,35,0.2,0,0
189.0,63,31.5,2.625,3.0,0,1,0,0,0,22,2,0.667,1,0,2,1,24,0.083,0,1
244.0,61,61.0,1.694,4.0,0,0,1,0,0,34,2,0.333,0,1,1,1,36,0.056,0,0
324.0,81,81.0,3.0,4.0,0,1,0,0,0,25,2,0.333,0,0,1,0,27,0.074,0,1
132.0,44,44.0,1.189,3.0,0,1,0,0,0,34,3,0.25,0,0,1,0,37,0.081,0,0
165.0,55,55.0,1.528,3.0,0,0,1,0,0,28,8,0.111,0,1,1,1,36,0.222,0,0
156.0,52,52.0,1.3,3.0,0,1,1,0,0,35,5,0.167,0,0,1,1,40,0.125,0,0
196.0,49,49.0,1.4,4.0,0,0,1,0,1,28,7,0.125,0,0,1,0,35,0.2,0,0
360.0,72,72.0,2.25,5.0,0,0,1,0,0,28,4,0.2,0,1,1,0,32,0.125,1,0
196.0,49,24.5,1.581,4.0,0,0,1,0,1,25,6,0.286,0,1,2,0,31,0.194,0,0
150.0,50,50.0,2.273,3.0,0,0,1,0,1,21,1,0.5,1,0,1,0,22,0.045,0,0
390.0,78,78.0,2.69,5.0,78,0,0,1,0,25,4,0.2,0,0,1,0,29,0.138,0,1
405.0,81,81.0,2.189,5.0,0,1,0,0,0,33,4,0.2,0,0,1,0,37,0.108,0,0
54.0,54,54.0,1.543,1.0,0,0,1,0,1,29,6,0.143,0,0,1,0,35,0.171,0,0
232.0,58,58.0,2.0,4.0,0,1,0,0,0,26,3,0.25,0,0,1,0,29,0.103,0,0
240.0,80,80.0,2.581,3.0,0,1,1,0,0,29,2,0.333,0,0,1,0,31,0.065,0,0
186.0,62,62.0,2.214,3.0,0,0,1,0,0,27,1,0.5,0,0,1,1,28,0.036,0,0
290.0,58,58.0,1.657,5.0,0,0,1,0,0,27,8,0.111,0,1,1,1,35,0.229,0,0
188.0,47,47.0,1.022,4.0,47,0,1,1,1,43,3,0.25,0,1,1,0,46,0.065,0,1
375.0,75,75.0,2.679,5.0,0,1,0,0,0,23,5,0.167,0,0,1,0,28,0.179,0,0
234.0,78,78.0,2.6,3.0,0,0,0,0,0,21,9,0.1,0,0,1,0,30,0.3,0,0
234.0,78,78.0,3.25,3.0,0,1,1,0,0,21,3,0.25,0,0,1,0,24,0.125,0,1
61.0,61,61.0,2.259,1.0,0,1,1,0,0,24,3,0.25,0,0,1,1,27,0.111,0,0
63.0,63,31.5,2.333,1.0,0,1,0,0,0,23,4,0.4,1,0,2,0,27,0.148,0,0
52.0,52,52.0,0.963,1.0,0,1,1,0,0,36,18,0.053,1,0,1,0,54,0.333,0,0
245.0,49,49.0,1.531,5.0,0,1,0,0,1,23,9,0.1,1,0,1,0,32,0.281,0,0
335.0,67,67.0,2.094,5.0,0,0,1,0,0,25,7,0.125,0,0,1,0,32,0.219,1,0
174.0,58,58.0,1.381,3.0,0,1,1,0,0,35,7,0.125,0,1,1,1,42,0.167,0,0
192.0,48,48.0,1.263,4.0,0,0,0,0,1,31,7,0.125,1,0,1,0,38,0.184,0,0
150.0,50,50.0,1.786,3.0,0,1,0,0,0,27,1,0.5,0,0,1,0,28,0.036,0,0
156.0,52,52.0,1.733,3.0,0,0,1,0,1,25,5,0.167,0,0,1,0,30,0.167,0,0
256.0,64,64.0,2.286,4.0,0,0,1,0,0,25,3,0.25,0,0,1,1,28,0.107,0,0
56.0,56,56.0,1.366,1.0,0,0,1,0,1,36,5,0.167,0,1,1,0,41,0.122,0,0
200.0,50,50.0,1.852,4.0,0,0,1,0,0,24,3,0.25,0,0,1,0,27,0.111,0,0
123.0,41,41.0,1.519,3.0,0,0,0,0,1,26,1,0.5,0,0,1,0,27,0.037,0,0
204.0,68,68.0,2.0,3.0,0,0,0,0,0,27,7,0.125,0,1,1,0,34,0.206,1,0
50.0,50,25.0,1.786,1.0,0,1,1,0,1,26,2,0.667,0,0,2,0,28,0.071,0,0
210.0,70,70.0,2.258,3.0,0,1,1,0,0,30,1,0.5,0,0,1,0,31,0.032,1,1
210.0,70,70.0,1.707,3.0,0,0,1,0,0,39,2,0.333,0,0,1,1,41,0.049,0,1
284.0,71,71.0,1.34,4.0,0,0,1,0,0,27,26,0.037,1,0,1,0,53,0.491,1,0
188.0,47,47.0,1.469,4.0,0,0,1,0,1,25,7,0.125,0,0,1,0,32,0.219,0,0
150.0,50,50.0,1.923,3.0,0,0,1,0,1,22,4,0.2,0,0,1,0,26,0.154,0,1
255.0,85,42.5,2.024,3.0,0,1,1,0,0,39,3,0.5,1,1,2,0,42,0.071,0,0
243.0,81,81.0,3.115,3.0,0,0,1,0,0,25,1,0.5,0,0,1,0,26,0.038,0,0
52.0,52,26.0,0.945,1.0,0,0,0,0,1,42,13,0.143,1,0,2,0,55,0.236,0,0
355.0,71,71.0,2.152,5.0,0,0,1,0,0,31,2,0.333,0,0,1,0,33,0.061,1,0
128.0,64,64.0,1.829,2.0,0,0,0,0,0,31,4,0.2,0,1,1,0,35,0.114,1,0
177.0,59,59.0,2.185,3.0,0,1,0,0,0,26,1,0.5,0,0,1,1,27,0.037,0,0
290.0,58,58.0,1.234,5.0,0,1,1,0,0,38,9,0.1,0,1,1,1,47,0.191,0,0
174.0,58,58.0,1.611,3.0,0,0,1,0,0,28,8,0.111,0,0,1,0,36,0.222,0,0
328.0,82,82.0,2.485,4.0,0,0,1,0,0,27,6,0.143,0,0,1,0,33,0.182,0,1
192.0,64,64.0,1.524,3.0,0,1,0,0,0,35,7,0.125,0,1,1,1,42,0.167,0,0
290.0,58,58.0,2.071,5.0,0,0,1,0,0,26,2,0.333,0,0,1,1,28,0.071,0,1
430.0,86,86.0,2.098,5.0,0,0,1,0,0,37,4,0.2,0,0,1,0,41,0.098,0,0
344.0,86,43.0,2.606,4.0,0,1,1,0,0,24,9,0.2,0,0,2,0,33,0.273,0,0
272.0,68,68.0,2.125,4.0,0,0,0,0,0,29,3,0.25,1,0,1,0,32,0.094,1,1
246.0,82,82.0,2.645,3.0,0,0,1,0,0,30,1,0.5,0,0,1,0,31,0.032,0,0
156.0,52,52.0,2.0,3.0,0,0,1,0,1,24,2,0.333,0,0,1,0,26,0.077,0,0
370.0,74,74.0,2.114,5.0,0,0,0,0,0,27,8,0.111,0,1,1,0,35,0.229,1,0
96.0,48,16.0,1.778,2.0,0,1,0,0,1,26,1,1.5,0,0,3,0,27,0.037,0,0
240.0,48,48.0,1.778,5.0,0,1,1,0,1,25,2,0.333,0,0,1,0,27,0.074,0,0
138.0,46,46.0,1.643,3.0,0,1,1,0,1,26,2,0.333,0,0,1,0,28,0.071,0,0
258.0,86,86.0,2.457,3.0,0,0,1,0,0,28,7,0.125,0,1,1,0,35,0.2,0,0
192.0,48,48.0,1.412,4.0,0,1,0,0,1,26,8,0.111,0,1,1,0,34,0.235,0,0
186.0,62,62.0,2.583,3.0,0,0,1,0,0,23,1,0.5,0,0,1,1,24,0.042,0,0
258.0,86,86.0,3.308,3.0,0,0,1,0,0,25,1,0.5,0,0,1,0,26,0.038,0,0
81.0,81,81.0,3.682,1.0,0,0,1,0,0,20,2,0.333,1,0,1,0,22,0.091,0,0
186.0,62,62.0,2.0,3.0,0,0,0,0,0,25,6,0.143,0,1,1,1,31,0.194,0,0
265.0,53,53.0,1.963,5.0,0,0,0,0,0,24,3,0.25,0,0,1,0,27,0.111,0,0
166.0,83,83.0,3.074,2.0,0,0,1,0,0,25,2,0.333,0,0,1,0,27,0.074,0,0
255.0,51,51.0,1.821,5.0,0,0,1,0,1,26,2,0.333,0,0,1,0,28,0.071,0,0
156.0,78,78.0,2.167,2.0,0,0,0,0,0,27,9,0.1,0,0,1,0,36,0.25,0,0
82.0,82,82.0,2.05,1.0,82,0,1,1,0,33,7,0.125,0,0,1,0,40,0.175,0,0
295.0,59,59.0,1.639,5.0,59,1,0,1,0,30,6,0.143,0,0,1,1,36,0.167,0,0
144.0,48,24.0,1.846,3.0,0,0,1,0,1,24,2,0.667,0,0,2,0,26,0.077,0,0
148.0,74,37.0,2.387,2.0,0,1,0,0,0,24,7,0.25,0,0,2,0,31,0.226,0,0
198.0,66,16.5,2.276,3.0,0,0,1,0,0,27,2,1.333,0,0,4,0,29,0.069,1,0
49.0,49,49.0,1.885,1.0,0,0,1,0,1,22,4,0.2,1,0,1,0,26,0.154,0,0
425.0,85,85.0,3.148,5.0,0,1,1,0,0,24,3,0.25,0,0,1,0,27,0.111,0,1
152.0,76,76.0,1.551,2.0,0,1,1,0,0,32,17,0.056,1,1,1,0,49,0.347,1,0
159.0,53,26.5,1.656,3.0,0,0,0,0,1,23,9,0.2,0,1,2,0,32,0.281,0,0
102.0,51,51.0,1.457,2.0,0,0,1,0,0,27,8,0.111,1,0,1,0,35,0.229,0,0
246.0,82,82.0,1.907,3.0,0,1,1,0,0,30,13,0.071,1,0,1,0,43,0.302,0,0
138.0,69,69.0,1.232,2.0,0,1,1,0,0,41,15,0.062,1,1,1,0,56,0.268,1,0
230.0,46,46.0,1.353,5.0,0,0,1,0,1,32,2,0.333,0,0,1,0,34,0.059,0,0
144.0,48,24.0,1.778,3.0,0,0,1,0,0,26,1,1.0,0,0,2,0,27,0.037,0,0
252.0,84,42.0,1.953,3.0,0,1,1,0,0,38,5,0.333,0,0,2,0,43,0.116,0,0
135.0,45,45.0,1.216,3.0,0,1,1,0,1,35,2,0.333,0,1,1,0,37,0.054,0,0
285.0,57,57.0,1.781,5.0,0,0,1,0,0,23,9,0.1,0,0,1,0,32,0.281,0,0
46.0,46,46.0,1.769,1.0,0,0,0,0,1,23,3,0.25,0,0,1,0,26,0.115,0,0
232.0,58,29.0,1.526,4.0,0,0,0,0,0,28,10,0.182,0,0,2,1,38,0.263,0,0
153.0,51,51.0,0.962,3.0,0,0,1,0,1,31,22,0.043,0,0,1,0,53,0.415,0,0
183.0,61,61.0,1.326,3.0,0,0,1,0,0,27,19,0.05,0,1,1,1,46,0.413,0,0
94.0,47,47.0,1.382,2.0,0,1,1,0,1,26,8,0.111,0,0,1,0,34,0.235,0,0
156.0,78,78.0,2.364,2.0,0,1,0,0,0,28,5,0.167,0,1,1,0,33,0.152,0,0
300.0,60,60.0,1.277,5.0,0,0,1,0,0,35,12,0.077,0,1,1,1,47,0.255,0,0
192.0,64,64.0,1.684,3.0,0,1,1,0,0,34,4,0.2,0,1,1,1,38,0.105,0,0
255.0,51,51.0,2.125,5.0,0,1,1,0,1,22,2,0.333,1,0,1,0,24,0.083,0,0
180.0,60,60.0,2.069,3.0,60,1,0,1,0,23,6,0.143,1,0,1,1,29,0.207,0,0
61.0,61,61.0,2.033,1.0,0,1,0,0,0,26,4,0.2,0,0,1,1,30,0.133,0,0
300.0,60,60.0,1.818,5.0,0,1,1,0,0,27,6,0.143,0,0,1,0,33,0.182,0,0
256.0,64,64.0,1.684,4.0,0,1,1,0,0,35,3,0.25,0,1,1,1,38,0.079,0,0
285.0,57,57.0,1.14,5.0,0,0,1,0,0,31,19,0.05,0,1,1,1,50,0.38,0,0
138.0,46,46.0,1.484,3.0,0,0,0,0,1,26,5,0.167,0,1,1,0,31,0.161,0,0
48.0,48,48.0,1.655,1.0,0,0,0,0,1,26,3,0.25,0,0,1,0,29,0.103,0,0
249.0,83,41.5,2.184,3.0,0,0,0,0,0,35,3,0.5,0,0,2,0,38,0.079,0,0
153.0,51,51.0,1.962,3.0,0,1,1,0,1,25,1,0.5,0,0,1,0,26,0.038,0,0
260.0,65,65.0,2.241,4.0,0,0,1,0,1,24,5,0.167,0,0,1,0,29,0.172,0,1
249.0,83,83.0,3.32,3.0,0,1,1,0,0,21,4,0.2,0,0,1,0,25,0.16,0,0
261.0,87,87.0,3.0,3.0,0,1,1,0,0,24,5,0.167,0,0,1,0,29,0.172,0,0
410.0,82,41.0,1.547,5.0,0,0,1,0,0,45,8,0.222,1,1,2,0,53,0.151,0,0
245.0,49,49.0,0.942,5.0,0,0,1,0,0,45,7,0.125,0,1,1,0,52,0.135,0,0
180.0,60,60.0,1.935,3.0,0,1,1,0,0,29,2,0.333,0,0,1,1,31,0.065,0,0
204.0,51,51.0,1.645,4.0,0,0,1,0,1,26,5,0.167,0,0,1,0,31,0.161,0,0
186.0,62,62.0,2.296,3.0,0,1,0,0,0,26,1,0.5,0,0,1,1,27,0.037,0,0
290.0,58,58.0,2.231,5.0,0,0,1,0,0,22,4,0.2,0,0,1,1,26,0.154,0,0
50.0,50,50.0,1.562,1.0,0,1,1,0,1,29,3,0.25,0,0,1,0,32,0.094,0,0
305.0,61,61.0,1.452,5.0,0,1,1,0,0,37,5,0.167,0,0,1,1,42,0.119,0,0
153.0,51,25.5,1.645,3.0,0,0,1,0,1,29,2,0.667,0,0,2,0,31,0.065,0,0
370.0,74,74.0,2.312,5.0,0,1,1,0,0,26,6,0.143,1,0,1,0,32,0.188,1,1
178.0,89,89.0,3.179,2.0,0,1,0,0,0,23,5,0.167,0,0,1,0,28,0.179,0,0
213.0,71,71.0,2.367,3.0,0,0,1,0,0,26,4,0.2,0,0,1,0,30,0.133,1,0
168.0,56,56.0,2.074,3.0,0,0,0,0,0,25,2,0.333,0,0,1,0,27,0.074,0,0
290.0,58,58.0,1.234,5.0,0,0,1,0,1,42,5,0.167,0,0,1,0,47,0.106,0,1
116.0,58,58.0,2.148,2.0,0,1,1,0,0,23,4,0.2,1,0,1,0,27,0.148,0,0
100.0,50,50.0,1.471,2.0,0,0,0,0,1,27,7,0.125,1,0,1,0,34,0.206,0,0
410.0,82,82.0,2.733,5.0,0,0,1,0,0,25,5,0.167,0,0,1,0,30,0.167,0,0
147.0,49,49.0,1.75,3.0,0,1,1,0,1,24,4,0.2,0,0,1,0,28,0.143,0,0
150.0,50,50.0,2.0,3.0,0,0,0,0,0,21,4,0.2,1,0,1,0,25,0.16,0,0
174.0,58,58.0,2.071,3.0,0,1,1,0,0,27,1,0.5,0,0,1,1,28,0.036,0,0
295.0,59,59.0,2.36,5.0,0,1,1,0,0,23,2,0.333,1,0,1,0,25,0.08,0,0
216.0,72,72.0,1.895,3.0,0,0,1,0,0,33,5,0.167,0,0,1,0,38,0.132,1,0
243.0,81,81.0,2.893,3.0,0,1,1,0,0,27,1,0.5,0,0,1,0,28,0.036,0,1
138.0,69,69.0,2.156,2.0,0,1,0,0,0,28,4,0.2,0,0,1,0,32,0.125,1,0
435.0,87,87.0,2.806,5.0,0,1,1,0,0,24,7,0.125,0,0,1,0,31,0.226,1,1
177.0,59,59.0,2.269,3.0,0,0,1,0,0,25,1,0.5,0,0,1,0,26,0.038,0,0
162.0,54,54.0,1.588,3.0,0,0,1,0,1,25,9,0.1,0,0,1,0,34,0.265,0,1
237.0,79,19.75,3.16,3.0,0,0,1,0,0,23,2,1.333,1,0,4,0,25,0.08,0,0
216.0,54,54.0,1.8,4.0,0,0,0,0,0,24,6,0.143,0,0,1,1,30,0.2,0,0
168.0,56,56.0,2.0,3.0,56,1,0,1,0,25,3,0.25,0,0,1,0,28,0.107,0,0
186.0,62,62.0,1.938,3.0,0,1,1,0,0,28,4,0.2,0,0,1,1,32,0.125,0,0
192.0,64,21.333,2.133,3.0,0,0,1,0,0,25,5,0.5,0,0,3,0,30,0.167,1,0
390.0,78,26.0,2.69,5.0,0,0,1,0,0,26,3,0.75,0,0,3,0,29,0.103,0,0
147.0,49,49.0,1.485,3.0,0,1,1,0,1,30,3,0.25,0,1,1,0,33,0.091,0,0
100.0,50,25.0,1.923,2.0,0,0,1,0,1,23,3,0.5,0,0,2,0,26,0.115,0,0
98.0,49,49.0,0.961,2.0,0,0,1,0,1,48,3,0.25,1,0,1,0,51,0.059,0,1
460.0,92,92.0,2.244,5.0,92,1,1,1,0,34,7,0.125,1,0,1,0,41,0.171,1,1
180.0,45,22.5,1.286,4.0,0,0,0,0,0,26,9,0.2,0,1,2,0,35,0.257,0,0
310.0,62,62.0,1.59,5.0,0,0,0,0,0,34,5,0.167,0,0,1,1,39,0.128,0,0
244.0,61,61.0,2.179,4.0,0,0,0,0,0,26,2,0.333,0,0,1,1,28,0.071,0,0
51.0,51,51.0,2.318,1.0,0,0,1,0,1,21,1,0.5,0,0,1,0,22,0.045,0,0
